seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(0;0),0,5,-100,0;7/0;6/-1;6/-2;6/-3;6
2,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
1,(4;13),0,16,-100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4
3,(0;0),0,4,-100,0;7/-1;7/-1;6/-2;6
4,(0;0),0,4,-100,0;7/-1;7/-2;7/-3;7
1,(12;14),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
2,(4;13),0,13,-100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1
5,(0;0),0,3,-100,0;7/0;6/-1;6
1,(8;6),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
1,(12;1),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
3,(4;13),0,14,-100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2
6,(0;0),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-3;3/-3;2/-3;1/-3;0/-3;-1/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
7,(0;0),0,7,-100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4
2,(12;14),1,22,100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
8,(0;0),0,4,-100,0;7/-1;7/-1;6/-2;6
4,(4;13),0,14,-100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2
9,(0;0),0,3,-100,0;7/0;6/-1;6
10,(0;0),0,5,-100,0;7/-1;7/-1;6/-2;6/-3;6
2,(8;6),1,22,100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
5,(4;13),0,10,-100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4/-3;3/-4;3/-4;2
2,(12;1),1,22,100,0;7/-1;7/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
11,(0;0),0,3,-100,0;7/0;6/-1;6
12,(0;0),0,7,-100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5
3,(12;14),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
13,(0;0),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-3;3/-3;2/-3;1/-3;0/-3;-1/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
14,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
6,(4;13),1,22,100,0;7/-1;7/-2;7/-3;7/-4;7/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
3,(8;6),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
15,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
3,(12;1),1,22,100,0;7/0;6/-1;6/-2;6/-3;6/-3;5/-3;4/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
4,(12;14),0,22,-100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
16,(0;0),0,7,-100,0;7/-1;7/-1;6/-2;6/-3;6/-4;6/-4;5
17,(0;0),0,4,-100,0;7/-1;7/-1;6/-2;6
7,(4;13),0,16,-100,0;7/0;6/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4
18,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
19,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
5,(12;14),1,22,100,0;7/-1;7/-1;6/-2;6/-3;6/-4;6/-4;5/-4;4/-4;3/-4;2/-4;1/-4;0/-4;-1/-4;-2/-4;-3/-4;-4/-3;-4/-3;-5/-3;-6/-3;-7/-2;-7/-1;-7
8,(4;13),0,10,-100,0;7/-1;7/-2;7/-2;6/-3;6/-3;5/-3;4/-3;3/-3;2/-3;1
20,(0;0),0,4,-100,0;7/0;6/-1;6/-2;6
