seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(0;0),0,11,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1
1,(8;10),0,7,-100,0;7/0;6/0;5/1;5/0;5/1;5/1;4
1,(12;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
1,(2;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(12;1),0,2,-100,0;7/0;6
2,(8;10),0,8,-100,0;7/0;6/0;5/1;5/0;5/1;5/1;4/1;3
1,(0;13),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(12;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(2;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
4,(12;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(8;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(2;1),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(0;13),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
5,(12;1),1,18,100,0;7/0;6/-1;6/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
