seed, starting_position, habit_result, habit_len, habit_reward, trajectory
29,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
34,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4/0;-5/0;-6
35,(9;14),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2
32,(3;9),0,15,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5/1;-6
29,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5/1;-6/1;-7
35,(1;5),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2
30,(4;10),0,10,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1
36,(9;14),0,9,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0
33,(3;9),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
30,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4/0;-5/0;-6
31,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
36,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5/1;-6/1;-7
34,(3;9),0,5,-100,0;7/0;6/0;5/1;5/1;4
37,(9;14),0,13,-100,0;7/0;6/-1;6/-1;5/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2
37,(1;5),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2
32,(4;10),0,8,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1
31,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
38,(9;14),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/0;3
35,(3;9),0,10,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1
38,(1;5),0,12,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3
39,(9;14),0,8,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1
33,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
32,(0;0),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5
36,(3;9),0,16,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5/1;-6/1;-7
39,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/1;-5/1;-6/1;-7
40,(9;14),0,9,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0
34,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4/0;-5/0;-6
33,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
37,(3;9),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4/0;-5/0;-6
40,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
41,(9;14),0,9,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0
34,(0;0),0,8,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1
41,(1;5),0,5,-100,0;7/0;6/0;5/1;5/1;4
35,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4/0;-5/0;-6
38,(3;9),0,10,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1
42,(9;14),0,8,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1
35,(0;0),0,12,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3
42,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
39,(3;9),0,8,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1
43,(9;14),0,11,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2
36,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
36,(0;0),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3/1;-4/0;-4
40,(3;9),0,12,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/1;-3
43,(1;5),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
37,(4;10),0,5,-100,0;7/0;6/0;5/1;5/1;4
44,(9;14),0,11,-100,0;7/0;6/0;5/1;5/1;4/1;3/0;3/1;3/1;2/1;1/1;0
37,(0;0),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
45,(9;14),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2
41,(3;9),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
44,(1;5),0,10,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1
38,(0;0),0,9,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0
38,(4;10),1,16,100,0;7/0;6/0;5/1;5/1;4/1;3/1;2/1;1/1;0/1;-1/1;-2/0;-2/0;-3/0;-4/0;-5/0;-6
45,(1;5),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/1;2
