seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
1,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
1,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
2,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
1,(10;14),0,18,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5
1,(9;14),0,20,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
2,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
3,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
2,(9;14),0,13,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2
2,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
2,(10;14),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
4,(0;0),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2
3,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
3,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
5,(0;0),0,7,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3
3,(9;14),0,12,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1
3,(10;14),0,18,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5
6,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
4,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
4,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
4,(9;14),0,17,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4
5,(1;12),0,10,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1
7,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
4,(10;14),0,17,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4
5,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
6,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
5,(9;14),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
8,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
6,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
5,(10;14),0,18,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5
7,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
9,(0;0),0,18,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5
10,(0;0),0,12,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1
7,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
6,(9;14),0,20,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
8,(1;12),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
6,(10;14),0,18,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5
8,(3;8),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
11,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
9,(1;12),0,17,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4
7,(9;14),0,17,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4
7,(10;14),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2
9,(3;8),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2
12,(0;0),1,20,100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
10,(1;12),0,20,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3/2;-4/1;-4/1;-5/1;-6/0;-6
8,(9;14),0,14,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2
8,(10;14),0,15,-100,0;7/0;6/0;5/1;5/1;4/1;3/2;3/2;2/3;2/3;1/3;0/3;-1/3;-2/2;-2/2;-3
