seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(13;0),0,5,-100,0;7/0;6/1;6/2;6/3;6
1,(14;1),0,7,-100,0;7/0;6/-1;6/-1;5/0;5/-1;5/0;5
2,(13;0),0,3,-100,0;7/0;6/1;6
1,(0;0),0,22,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
3,(13;0),0,6,-100,0;7/0;6/1;6/1;5/1;6/2;6
2,(14;1),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
4,(13;0),0,3,-100,0;7/0;6/1;6
2,(0;0),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
5,(13;0),0,3,-100,0;7/0;6/1;6
3,(14;1),0,13,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1
1,(6;14),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
1,(1;8),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
4,(14;1),0,4,-100,0;7/0;6/1;6/2;6
6,(13;0),0,22,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
5,(14;1),0,6,-100,0;7/0;6/1;6/2;6/3;6/4;6
3,(0;0),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
7,(13;0),0,2,-100,0;7/0;6
8,(13;0),0,4,-100,0;7/0;6/1;6/1;5
6,(14;1),0,17,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3
9,(13;0),0,5,-100,0;7/0;6/1;6/0;6/1;6
2,(1;8),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
7,(14;1),0,2,-100,0;7/0;6
10,(13;0),0,6,-100,0;7/-1;7/-1;6/0;6/1;6/2;6
4,(0;0),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
11,(13;0),0,6,-100,0;7/-1;7/-1;6/0;6/-1;6/0;6
8,(14;1),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
2,(6;14),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
12,(13;0),1,26,100,0;7/0;6/1;6/0;6/-1;6/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
9,(14;1),1,24,100,0;7/-1;7/-1;6/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
5,(0;0),1,22,100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
13,(13;0),0,4,-100,0;7/-1;7/-1;6/0;6
3,(1;8),0,22,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
10,(14;1),0,3,-100,0;7/0;6/1;6
14,(13;0),0,3,-100,0;7/0;6/1;6
3,(6;14),0,17,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3
6,(0;0),0,17,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3
15,(13;0),0,3,-100,0;7/0;6/1;6
11,(14;1),0,6,-100,0;7/0;6/1;6/1;5/0;5/0;6
12,(14;1),0,4,-100,0;7/0;6/1;6/2;6
16,(13;0),0,20,-100,0;7/-1;7/-1;6/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4
7,(0;0),0,22,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6/0;-6
13,(14;1),0,6,-100,0;7/-1;7/-1;6/0;6/1;6/2;6
17,(13;0),0,2,-100,0;7/0;6
14,(14;1),0,3,-100,0;7/0;6/1;6
8,(0;0),0,9,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3
4,(1;8),0,21,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4/2;-5/2;-6/1;-6
4,(6;14),0,18,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2/3;-3/2;-3/2;-4
18,(13;0),0,15,-100,0;7/0;6/1;6/2;6/3;6/4;6/4;5/4;4/4;3/4;2/4;1/4;0/4;-1/4;-2/3;-2
15,(14;1),0,7,-100,0;7/0;6/1;6/0;6/1;6/1;5/1;6
19,(13;0),0,4,-100,0;7/0;6/1;6/2;6
16,(14;1),0,3,-100,0;7/0;6/1;6
20,(13;0),0,3,-100,0;7/0;6/1;6
