seed, starting_position, habit_result, habit_len, habit_reward, trajectory
1,(6;4),0,4,-100,0;7/0;6/0;5/0;4
1,(7;9),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1
1,(14;9),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
1,(14;1),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
1,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(7;9),0,3,-100,0;7/0;6/0;5
2,(6;4),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(14;9),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2
3,(7;9),0,6,-100,0;7/0;6/0;5/0;4/0;3/0;2
3,(6;4),0,1,-100,0;7
2,(14;1),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
2,(0;0),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
4,(6;4),0,1,-100,0;7
4,(7;9),0,3,-100,0;7/0;6/0;5
3,(14;9),0,14,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
5,(6;4),0,1,-100,0;7
5,(7;9),0,8,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0
3,(14;1),1,14,100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3/0;-4/0;-5/0;-6
3,(0;0),0,11,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1/0;0/0;-1/0;-2/0;-3
6,(6;4),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1
4,(14;9),0,7,-100,0;7/0;6/0;5/0;4/0;3/0;2/0;1
7,(6;4),0,4,-100,0;7/0;6/0;5/0;4
